headline,Body ID,Stance
updated john identified as mohammed emwazi of london reports say,1427,unrelated
led zeppelin reunion robert plant rips up 300 million contract refuses to rejoin legendary band,1198,unrelated
this guy paid off his parents mortgage for christmas,950,unrelated
isis video claims to show beheading of british hostage david haines,2348,discuss
parents are furious after seven girls aged fall pregnant on a school trip,2124,unrelated
islamic state killer john named as mohammed emwazi,882,agree
james foley executioner said identified as british rapper read more james foley executioner said identified as british rapper,1826,unrelated
meteorite strike in nicaragua puzzles experts,221,agree
senator detainees swapped for bergdahl have contacted militants,2192,unrelated
isis blasts bombs at civilian areas in iraq mosul residents living in fear,2234,unrelated
teen makes 72 million on the stock market,2519,unrelated
horror isis fighters have reportedly contracted ebola,1435,unrelated
rumor debunked robots are not patrolling microsoft campus,1237,unrelated
canada probes michael as possible suspect in ottawa shooting source,2256,unrelated
insurgents killed in nigeria despite alleged truce with boko haram,26,unrelated
who should play steve jobs now that christian bale quit,1368,unrelated
macaulay culkin has died despite what everyone is saying on facebook,1222,unrelated
america oldest time capsule unearthed at boston statehouse after being buried in 1795 by sam adams and paul revere,467,agree
nun gives birth to surprise baby after complaining of stomach pains,220,unrelated
priest dies wakes up claims god is a woman huh,2445,discuss
yes you can wear your apple watch in the shower,36,unrelated
the image that everyone is sharing by is by banksy but it awesome,2489,unrelated
kidnapped nigerian schoolgirls government claims ceasefire deal with boko haram that will bring missing girls home,2403,discuss
iraqi official dismisses reports that isis fighters have ebola,1461,unrelated
amazon is opening its first physical store,1745,agree
was nbc meteorologist mike seidel peeing in the snow on camera a testy brian williams explains,555,discuss
tim cook reportedly showers with apple watch suggesting it waterproof,831,unrelated
israel opens dams floods gaza,2248,unrelated
spider burrowed into appendix scar crawled through wa man body,1864,discuss
this dog was left at a railway station with a suitcase of his belongings after he was sold on gumtree,2523,agree
boko haram agrees to ceasefire release of school girls,1166,discuss
sugarhill gang rapper big bank hank dies aged 57,234,unrelated
boko haram denies truce says kidnapped girls have been,244,unrelated
judd nelson death hoax fox news impersonator claims actor found dead in los angeles condo,1686,unrelated
apple watch pricing to reportedly start at 500 for stainless steel for gold,382,unrelated
made it farther in white house than secret service let on,2303,discuss
boko haram could release kidnapped girls nigerian officials say,1372,unrelated
boko haram claims to have german hostage denies ceasefire,298,unrelated
fbi probing alleged audio of michael brown shooting,2287,discuss
apple watch pricing to reportedly start at 500 for stainless steel for gold,2208,unrelated
an indian civil servant just got sacked after not turning up for work for 25 years,2441,agree
breaking news photojournalist held hostage by killed in failed rescue attempt in yemen,1649,discuss
nigerians doubtful of girls release after boko haram breached,40,unrelated
christian bale set to play steve jobs in forthcoming biopic of apple,630,unrelated
police find mass graves with at least bodies near mexico town where 43 students disappeared after police clash,761,unrelated
tropical spider burrows under man skin lives there for three days,2220,unrelated
parents anger after seven bosnian schoolgirls aged 13 and 14 fall pregnant on class trip,2022,unrelated
michael id as canadian shooting suspect in ottawa,530,unrelated
rare sighting of anna wintour without her trademark sunglasses as she leaves vogue office,368,unrelated
rats are still running around at vogue,1686,unrelated
luke somers dies in rescue attempt sister says yemeni defense ministry says unnamed us hostage freed,2495,unrelated
isis executioner john named by media,2202,discuss
cub of baghdadi isis reports its youngest jihadist martyred in battle,125,discuss
isilkulskom student has gained superhero powers after shock,214,unrelated
this kid made 72 million during lunch,2388,unrelated
explosion reported near the nicaraguan capital attributed to meteorite impact but experts including nasa cast doubt on claims,220,unrelated
insurgents killed in nigeria despite alleged truce with boko haram,308,discuss
report alleged new audio of michael brown shooting,2481,discuss
video showing american journalist beheaded believed real officials and family say,2495,discuss
amazon first store said to open in manhattan,1940,unrelated
nasa questions whether crater in nicaragua caused by meteorite,269,unrelated
macaulay culkin dead hoax fake death report spreads on social networks,1752,agree
ottawa investigates reports that isis has captured woman,2067,unrelated
no saudi tv did not blur out images of michelle obama,1531,unrelated
alleged audio of michael brown shooting has surfaced,346,unrelated
gill rosenberg former idf soldier possibly captured by isis while fighting with kurds,777,unrelated
who says reports of suspected ebola cases in iraq are untrue,559,unrelated
tiger woods serving secret ped suspension,1417,discuss
boko haram denies truce says kidnapped girls have been,1630,agree
apple watch to be have apps at launch reports,724,unrelated
james wright foley kidnapped journalist apparently executed by isis,26,unrelated
unconfirmed reports claim gill rosenberg captured by isis,2067,unrelated
this is why rumors that isis is crossing the border into the are going away,1764,discuss
apple watch reportedly has reserve mode,2106,unrelated
boko haram could release kidnapped girls nigerian officials say,1661,unrelated
isis appears to behead american photojournalist in youtube video,1574,unrelated
report apple watch will come in 2 storage sizes,821,unrelated
isis militant identified as young west londoner,650,unrelated
confirms earth will experience 6 days of total darkness in december fake news story goes viral,487,unrelated
woman ting su finds husband cheating with her own twin gets spectacular revenge,646,unrelated
six months after abducting nigerian schoolgirls boko haram reportedly wants to free them,1883,unrelated
soldier shot at war memorial multiple shots fired in parliament,1539,agree
the man who says comcast got him fired has filed a lawsuit,1383,discuss
source pot in nyc may soon net just a ticket not arrest,2237,discuss
obama outraged over beheading vows to stay on course,874,unrelated
what glenn beck fears may be done with the 11 missing jets,48,unrelated
shocking picture shows mother trying to sell her own son to pay for twin daughter cancer treatment,1225,unrelated
